from,to,year,relationship
heitzler,uni_freiburg,2013,2
heitzler,uni_freiburg,2014,2
gluckin,bateman,2015,9
gluckin,bateman,2016,9
gluckin,bateman,2017,9
gluckin,cls_associates,2013,7
gluckin,cognito,2011,7
gluckin,cognito,2012,7
gluckin,getyourguide,2017,9
gluckin,getyourguide,2018,9
gluckin,getyourguide,2019,9
gluckin,getyourguide,2020,9
gluckin,hotwire,2013,9
gluckin,hotwire,2014,9
gluckin,hotwire,2015,9
gluckin,humboldtuni,2012,4
gluckin,pitch,2021,9
gluckin,pitch,2022,9
gluckin,reck,,17
gluckin,uni_washington,2009,2
gluckin,uni_washington,2010,2
gluckin,uni_washington,2011,2
gluckin,uni_washington,2012,2
gluckin,uni_washington,2013,2
gruen,hs_darmstadt,2012,7
gruen,hs_darmstadt,2013,7
gruen,hs_darmstadt,2011,2
gruen,hs_darmstadt,2012,2
gruen,hs_darmstadt,2013,2
gruen,hs_darmstadt,2014,2
gruen,hs_rheinmain,2014,3
gruen,hs_rheinmain,2015,3
gruen,hs_rheinmain,2016,3
gruen,ikea,2016,7
gruen,ikea,2017,7
gruen,ikea,2017,9
gruen,ikea,2018,9
gruen,ikea,2019,9
gruen,ikea,2020,9
gruen,ikea,2021,9
gruen,ikea,2022,9
gruen,israeltoday,2010,7
gruen,nextpr,2015,9
gruen,nextpr,2016,9
gruen,samsung,2016,10
gruen,samsung,2017,10
gruen,samsung,2018,10
gruen,samsung,2019,10
gruen,samsung,2020,10
gruen,samsung,2021,10
gruen,zdf,2013,7
gruen,zdf,2014,7
gruen,zdf,2015,7
schaeffer,aiesec,2011,13
schaeffer,aiesec,2012,13
schaeffer,aiesec,2013,13
schaeffer,henkel,2015,10
schaeffer,henkel,2016,10
schaeffer,hirschtec,2016,9
schaeffer,hirschtec,2017,9
schaeffer,schueco,2017,9
schaeffer,schueco,2018,9
schaeffer,schueco,2019,9
schaeffer,schueco,2020,9
schaeffer,schueco,2021,9
schaeffer,schueco,2022,9
schaeffer,uni_bielefeld,2013,3
schaeffer,uni_bielefeld,2014,3
schaeffer,uni_bielefeld,2015,3
schaeffer,uni_bielefeld,2016,3
schaeffer,uni_duesseldorf,2009,2
schaeffer,uni_duesseldorf,2010,2
schaeffer,uni_duesseldorf,2011,2
schaeffer,uni_duesseldorf,2012,2
schaeffer,uni_duesseldorf,2013,2
schaeffer,uni_nizza,2009,4
schaeffer,uni_nizza,2010,4
hackel,axelspringer,2013,7
hackel,bbdo,2015,7
hackel,bbdo,2017,8
hackel,bbdo,2018,8
hackel,different,2019,9
hackel,different,2020,9
hackel,different,2021,9
hackel,different,2022,9
hackel,fischerappelt,2016,8
hackel,fischerappelt,2017,8
hackel,hs_wilhelmshaven,2011,2
hackel,hs_wilhelmshaven,2012,2
hackel,hs_wilhelmshaven,2013,2
hackel,hs_wilhelmshaven,2014,2
hackel,hs_wilhelmshaven,2015,2
hackel,lagemann,,17
hackel,rckt,2018,9
hackel,rckt,2019,9
hackel,tbwa,2015,7
hackel,thegoodkit,2021,12
hackel,thegoodkit,2022,12
hackel,wolff,,17
helmhold_buente,edelman,2019,9
helmhold_buente,edelman,2020,9
helmhold_buente,edelman,2021,9
helmhold_buente,edelman,2022,9
helmhold_buente,hillknowlton,2014,9
helmhold_buente,hillknowlton,2015,9
helmhold_buente,hillknowlton,2016,9
helmhold_buente,hillknowlton,2017,9
helmhold_buente,hillknowlton,2018,9
helmhold_buente,hillknowlton,2019,9
helmhold_buente,johanniter,2012,7
helmhold_buente,johanniter,2014,7
helmhold_buente,stueck,,17
helmhold_buente,uni_goettingen,2007,2
helmhold_buente,uni_goettingen,2008,2
helmhold_buente,uni_goettingen,2009,2
helmhold_buente,uni_goettingen,2010,2
helmhold_buente,verbraucherzentrale,2011,7
helmhold_buente,yousty,2009,7
helmhold_buente,yousty,2010,7
hofmann,absolventa,2012,7
hofmann,effektrausch,2015,12
hofmann,effektrausch,2016,12
hofmann,effektrausch,2017,12
hofmann,effektrausch,2018,12
hofmann,effektrausch,2019,12
hofmann,effektrausch,2020,12
hofmann,helios_kliniken,2020,9
hofmann,helios_kliniken,2021,9
hofmann,mrsnow,2012,9
hofmann,mrsnow,2013,9
hofmann,mrsnow,2014,9
hofmann,teamfact,2015,9
hofmann,teamfact,2016,9
hofmann,teamfact,2017,9
hofmann,teamfact,2018,9
hofmann,telekom,2014,9
hofmann,tu_chemnitz,2010,2
hofmann,tu_chemnitz,2011,2
hofmann,tu_chemnitz,2012,2
hofmann,tu_chemnitz,2013,2
hofmann,uni_bamberg,2013,3
hofmann,uni_bamberg,2014,3
hofmann,uni_bamberg,2015,3
koerner,eplseslang,2013,7
koerner,frischefische,2017,9
koerner,frischefische,2018,9
koerner,hypr,2019,9
koerner,hypr,2020,9
koerner,hypr,2021,9
koerner,hypr,2022,9
koerner,prinovis,2011,7
koerner,prinovis,2012,7
koerner,prinovis,2013,7
koerner,prinovis,2014,7
koerner,rlyl,2018,9
koerner,seedmatch,2014,7
koerner,seedmatch,2015,9
koerner,seedmatch,2016,9
koerner,seedmatch,2017,9
koerner,tu_dresden,2011,2
koerner,tu_dresden,2012,2
koerner,tu_dresden,2013,2
koerner,tu_dresden,2014,2
koerner,tu_dresden,2015,2
koester,achtungmary,2019,9
koester,achtungmary,2020,9
koester,achtungmary,2021,9
koester,achtungmary,2022,9
koester,earnesto,2016,9
koester,earnesto,2017,9
koester,earnesto,2018,9
koester,earnesto,2019,9
koester,omnicom,2012,7
koester,omnicom,2014,7
koester,omnicom,2015,7
koester,tchibo,2015,7
koester,uni_duesseldorf,2013,3
koester,uni_duesseldorf,2014,3
koester,uni_duesseldorf,2015,3
koester,uni_koblenzlandau,2010,2
koester,uni_koblenzlandau,2011,2
koester,uni_koblenzlandau,2012,2
koester,uni_koblenzlandau,2013,2
koester,zeron,2019,9
hoyningen_huene,audi,2012,7
hoyningen_huene,audi,2013,7
hoyningen_huene,enbw,2012,7
hoyningen_huene,heimat,2012,7
hoyningen_huene,heringschuppener,2013,9
hoyningen_huene,heringschuppener,2014,9
hoyningen_huene,heringschuppener,2015,9
hoyningen_huene,heringschuppener,2016,9
hoyningen_huene,heringschuppener,2017,9
hoyningen_huene,heringschuppener,2018,9
hoyningen_huene,macmillan,2009,7
hoyningen_huene,renalange,2010,8
hoyningen_huene,streeterville,2008,7
hoyningen_huene,telefonica,2019,9
hoyningen_huene,telefonica,2020,9
hoyningen_huene,telefonica,2021,9
hoyningen_huene,telefonica,2022,9
hoyningen_huene,uni_hohenheim,2011,3
hoyningen_huene,uni_hohenheim,2012,3
hoyningen_huene,uni_hohenheim,2013,3
hoyningen_huene,uni_wien,2008,2
hoyningen_huene,uni_wien,2009,2
hoyningen_huene,uni_wien,2010,2
hoyningen_huene,uni_wien,2011,2
ludwig,amnesty,2013,7
ludwig,denkwerk,2018,9
ludwig,denkwerk,2019,9
ludwig,denkwerk,2020,9
ludwig,denkwerk,2021,9
ludwig,fypx,2021,9
ludwig,fypx,2022,9
ludwig,odaline,2020,9
ludwig,odaline,2021,9
ludwig,odaline,2022,9
ludwig,srh_berlin,2021,15
ludwig,srh_berlin,2022,15
ludwig,stiftung_bmw,2014,7
ludwig,uni_augsburg,2010,2
ludwig,uni_augsburg,2011,2
ludwig,uni_augsburg,2012,2
ludwig,uni_augsburg,2013,2
ludwig,uni_augsburg,2014,2
ludwig,webershandwick,2013,7
ludwig,webershandwick,2015,8
ludwig,webershandwick,2016,9
ludwig,webershandwick,2017,9
ludwig,webershandwick,2018,9
nicolai,arsedition,2010,7
nicolai,burson_marsteller,2013,7
nicolai,burson_marsteller,2014,7
nicolai,klenkhoursch,2014,7
nicolai,klenkhoursch,2015,9
nicolai,klenkhoursch,2016,9
nicolai,klenkhoursch,2017,9
nicolai,klenkhoursch,2018,9
nicolai,klenkhoursch,2019,9
nicolai,klenkhoursch,2020,9
nicolai,klenkhoursch,2021,9
nicolai,klenkhoursch,2022,9
nicolai,kommoguntia,2012,13
nicolai,kommoguntia,2013,13
nicolai,kommoguntia,2014,13
nicolai,rheinzeitung,2009,10
nicolai,rheinzeitung,2010,10
nicolai,schnabel_ag,2011,7
nicolai,schnabel_ag,2012,7
nicolai,uni_mainz,2013,7
nicolai,uni_mainz,2008,2
nicolai,uni_mainz,2009,2
nicolai,uni_mainz,2010,2
nicolai,uni_mainz,2011,2
nicolai,uni_mainz,2012,2
nicolai,uni_mainz,2012,3
nicolai,uni_mainz,2013,3
nicolai,uni_mainz,2014,3
nicolai,uni_mainz,2015,3
nicolai,uni_sevilla,2010,4
nicolai,uni_sevilla,2011,4
planz,cosnova,2018,9
planz,cosnova,2019,9
planz,cosnova,2020,9
planz,cosnova,2021,9
planz,cosnova,2022,9
planz,edelman,2012,7
planz,edelman,2013,7
planz,fgu_stipendium,2009,14
planz,fgu_stipendium,2010,14
planz,fgu_stipendium,2011,14
planz,fgu_stipendium,2012,14
planz,fleishmanhillard,2012,8
planz,fleishmanhillard,2013,8
planz,fleishmanhillard,2013,9
planz,fleishmanhillard,2014,9
planz,fleishmanhillard,2015,9
planz,hoechster_kreisblatt,2009,10
planz,hoechster_kreisblatt,2010,10
planz,mannbeissthund,2011,7
planz,msl,2015,9
planz,msl,2016,9
planz,msl,2017,9
planz,msl,2018,9
planz,uni_lumiere,2010,2
planz,uni_lumiere,2011,2
planz,uni_lumiere,2012,2
planz,uni_weimar,2009,2
planz,uni_weimar,2010,2
planz,uni_weimar,2011,2
planz,uni_weimar,2012,2
planz,zeitungsgruppe_thueringen,2009,10
planz,zeitungsgruppe_thueringen,2010,10
planz,zeitungsgruppe_thueringen,2011,10
planz,zeitungsgruppe_thueringen,2012,10
reidinger,communication_consultants,2013,7
reidinger,communication_consultants,2014,7
reidinger,communication_consultants,2014,8
reidinger,communication_consultants,2015,8
reidinger,communication_consultants,2015,9
reidinger,communication_consultants,2016,9
reidinger,communication_consultants,2017,9
reidinger,communication_consultants,2018,9
reidinger,communication_consultants,2019,9
reidinger,communication_consultants,2020,9
reidinger,communication_consultants,2021,9
reidinger,communication_consultants,2022,9
reidinger,froehler,,17
reidinger,hdm,2018,15
reidinger,hdm,2019,15
reidinger,hdm,2020,15
reidinger,horvath,2010,7
reidinger,horvath,2011,7
reidinger,horvath,2012,7
reidinger,uni_hohenheim,2009,7
reidinger,uni_hohenheim,2010,7
reidinger,uni_hohenheim,2019,15
reidinger,uni_hohenheim,2008,2
reidinger,uni_hohenheim,2009,2
reidinger,uni_hohenheim,2010,2
reidinger,uni_hohenheim,2011,2
reidinger,uni_hohenheim,2011,3
reidinger,uni_hohenheim,2012,3
reidinger,uni_hohenheim,2013,3
reidinger,uni_hohenheim,2014,3
reidinger,uni_oregon,2012,4
reidinger,uni_oregon,2013,4
reisbeck,bundestag,2012,9
reisbeck,dhbw,2012,2
reisbeck,dhbw,2013,2
reisbeck,dhbw,2014,2
reisbeck,dhbw,2015,2
reisbeck,engel_zimmermann,2015,9
reisbeck,engel_zimmermann,2016,9
reisbeck,engel_zimmermann,2017,9
reisbeck,engel_zimmermann,2018,9
reisbeck,engel_zimmermann,2019,9
reisbeck,pivot,2019,9
reisbeck,pivot,2020,9
reisbeck,pivot,2021,9
reisbeck,pivot,2022,9
reisbeck,ringier,2011,10
reisbeck,ringier,2012,10
sievers,earlybird,2017,9
sievers,earlybird,2018,9
sievers,earlybird,2019,9
sievers,earlybird,2020,9
sievers,earlybird,2021,9
sievers,earlybird,2022,9
sievers,futur3,2018,12
sievers,futur3,2019,12
sievers,futur3,2020,12
sievers,futur3,2021,12
sievers,futur3,2022,12
sievers,heringschuppener,2015,9
sievers,heringschuppener,2016,9
sievers,heringschuppener,2017,9
sievers,hs_mtm,2019,15
sievers,hs_mtm,2020,15
sievers,hs_mtm,2021,15
sievers,hs_mtm,2022,15
sievers,hs_mtm,,2
sievers,legrand_rosenboom,2011,7
sievers,legrand_rosenboom,2012,7
sievers,madsack,2011,7
sievers,mediatest,2012,9
sievers,mediatest,2013,9
sievers,mediatest,2014,9
sievers,mediatest,2015,9
sievers,rckt,2015,9
sievers,rocket_internet,2014,7
sievers,triscore,2012,7
sievers,winiarski,,17
tropper,basf,2016,8
tropper,basf,2017,8
tropper,basf,2018,8
tropper,baumann_group,2018,9
tropper,baumann_group,2019,9
tropper,baumann_group,2020,9
tropper,baumann_group,2021,9
tropper,baumann_group,2022,9
tropper,lprs,2014,11
tropper,lprs,2015,11
tropper,lprs,2016,11
tropper,lprs,2017,11
tropper,lprs,2018,11
tropper,lprs,2019,11
tropper,lprs,2020,11
tropper,lprs,2021,11
tropper,lprs,2022,11
tropper,rtl,2012,7
tropper,sparkasse,2013,7
tropper,sparkasse,2014,7
tropper,bmw,2013,7
tropper,uni_leipzig,2010,2
tropper,uni_leipzig,2011,2
tropper,uni_leipzig,2012,2
tropper,uni_leipzig,2013,2
tropper,uni_leipzig,2014,2
tropper,uni_leipzig,2014,3
tropper,uni_leipzig,2015,3
tropper,uni_leipzig,2016,3
tropper,uni_lille,2011,4
tropper,uni_lille,2012,4
weiss,brandfuel,2010,7
weiss,burson_marsteller,2011,7
weiss,burson_marsteller,2012,7
weiss,burson_marsteller,2012,9
weiss,burson_marsteller,2013,9
weiss,flemmingpfuhl,2010,7
weiss,heraeus,2016,9
weiss,heraeus,2017,9
weiss,heraeus,2018,9
weiss,heraeus,2019,9
weiss,heraeus,2020,9
weiss,heraeus,2021,9
weiss,heraeus,2022,9
weiss,ifmk,2009,2
weiss,ifmk,2010,2
weiss,ifmk,2011,2
weiss,ifmk,2012,2
weiss,kemper_komm,2013,9
weiss,kemper_komm,2014,9
weiss,kemper_komm,2015,9
weiss,kemper_komm,2016,9
wolter,bdkom,2018,13
wolter,bdkom,2019,13
wolter,bdkom,2020,13
wolter,boxxport,2021,12
wolter,boxxport,2022,12
wolter,bundesverband_startups,2016,9
wolter,bundesverband_startups,2017,9
wolter,bundesverband_startups,2019,9
wolter,bundesverband_startups,2020,9
wolter,bundesverband_startups,2021,9
wolter,gemeindebund,2012,7
wolter,jusos,2014,13
wolter,jusos,2015,13
wolter,jusos,2016,13
wolter,jusos,2017,13
wolter,jusos,2018,13
wolter,raisin,2022,9
wolter,reed_exhibit,2013,7
wolter,serviceplan,2015,7
wolter,startupverband,2022,10
wolter,tu_ilmenau,2009,2
wolter,tu_ilmenau,2010,2
wolter,tu_ilmenau,2011,2
wolter,tu_ilmenau,2012,2
wolter,tu_ilmenau,2013,2
wolter,uni_bamberg,2013,3
wolter,uni_bamberg,2014,3
wolter,uni_bamberg,2015,3
wolter,uni_bamberg,2016,3
wolter,viafintech,2015,7
wolter,viafintech,2016,7
